,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DealerID,DealerName,Dealer Legal Name,Unit Volume,Dealer Group,Membership Type,Expiry Date,Status,Reason,Member Since,Autotrader ID,Aeroplan ID,Finance ID,Street,Town,Region,City Area,Postal Code,Province,Phone,Toll Free,Fax,Website,Website Email Contact,Billing Address,Billing Address 2,Billing City,Billing Postal Code,Billing Province,Billing Country,Billing Phone,Notes,
574,COURTESY FORD LINCOLN SALES,COURTESY FORD LINCOLN SALES LIMITED,1000 + units - E,,Dealer,2013-12-31,Active,Active,2013-05-14,,0,COUR03,684 Wharncliffe Road South,London,London,Middlesex County,N6J 2N4,Ontario,519-680-1200,,519-680-3222,www.courtesyfordlincoln.com,a-eansor@courtesyfordlincoln.com,,,,,Ontario,,,Updated Aug. 2017,
123,COVENTRY NORTH JAGUAR LAND ROVER,COVENTRY NORTH JAGUAR LAND ROVER,0-499 Units - A1,International Automotive Group (IAG) ,Dealer,2013-12-31,Active,Active,2001-01-30,,0,COVE02,123 Auto Park Circle,Woodbridge,Vaughan ,York Region,L4L 8R1,Ontario,905-265-8677,,905-265-8635,www.coventrynorth.com,dgillkeats@coventrynorth.com,,,,,Ontario,,,Updated Aug. 2017,
575,COWAN BUICK GMC ,COWAN BUICK GMC LTD.,150-299 units - B,,Dealer,2013-12-31,Active,Active,2013-05-14,,0,COWA01,"166 King Street East, Box 398",Bowmanville,Clarington ,Durham Region,L1C 3Z2,Ontario,905-623-3396,,905-623-7761,www.cowanbuickgmc.ca,ecowan@cowanpontiac.com,,,,,Ontario,,,,
2367,Cowell Auto Group (Head Office),,,,Other,2018-08-23,Active,,2018-08-23,,0,,,,,,,British Columbia,,,,,MAHO.SAITO@COWELLAUTOGROUP.COM,,,,,,,,,
2368,Cowell Volkswagen,Cowell Motors Ltd.,,,Other,2018-08-23,Active,,2018-08-23,,0,,13611 Smallwood Pl.,,,,V6V1W8,British Columbia,6042733922,,,www.audiofrichmond.com,MAHO.SAITO@COWELLAUTOGROUP.COM,,,,,,,,,
1999,COX AUTOMOTIVE CANADA,COX AUTOMOTIVE CANADA, N/A,COX AUTOMOTIVE GROUP,Associate,2017-12-31,Active,Active,2017-03-02,,0,COXA01,8277 Lawson Road,Milton,,,L9T 5C7,Ontario,,,,, jack.sulymka@coxautoinc.com,,,,,Ontario,,,,
578,CROSBY VOLKSWAGEN INC,CROSBY VOLKSWAGEN INC.,0-499 Units - A1,Crosby Volkswagen Inc.,Dealer,2013-12-31,Active,Active,2013-11-22,,0,CROS01,1175 Weber Street East,Kitchener,Kitchener ,Waterloo Region,N2A 1C1,Ontario,519-894-9300,,519-894-9790,www.crosbyvwaudi.com,mcrosby@crosbyauto.ca,,,,,Ontario,,,"Separated out Jan 2017 - Now Audi Kitchener Waterloo
Updated Aug. 2017",
579,CROSSTOWN CHEVROLET ,CROSSTOWN CHEVROLET LTD.,500-999 units - D,,Dealer,2013-12-31,Active,Active,2013-05-15,,0,CROS02,280 Falconbridge Road,Sudbury,Baldwin ,Sudbury District,P3A 5K3,Ontario,705-566-4804,,705-566-9723,www.crosstownchev.ca,vince.pollesel@crosstownchev.ca,,,,,Ontario,,,Updated Aug. 2017,
2178,Crown Acura,,,,Other,2018-04-03,Active,,2018-04-03,,0,,1700 Waverley St.,,,,R3T5V7,Manitoba,2042699551,,,www.crownacura.ca,BRYNN.RICE@CROWNAUTOGROUP.CA,,,,,,,,,
2179,Crown Auto Group (Head Office),,,,Other,2018-04-03,Active,,2018-04-03,,0,,1717 Waverley St.,,,,R3T 6A9,Manitoba,2042754400,,,www.dilawri.ca,BRYNN.RICE@CROWNAUTOGROUP.CA,,,,,,,,,
2182,Crown Honda,,,,Other,2018-04-03,Active,,2018-04-03,,0,,2610 McPhillips St.,,,,R2P2T9,Manitoba,2042846632,,,www.crownhonda.ca,BRYNN.RICE@CROWNAUTOGROUP.CA,,,,,,,,,
2183,Crown Mazda,,,,Other,2018-04-03,Active,,2018-04-03,,0,,3690 Portage Ave.,,,,R3K0Z8,Manitoba,2048852623,8664662032,,www.crownmazda.ca,BRYNN.RICE@CROWNAUTOGROUP.CA,,,,,,,,,
2180,Crown Nissan,,,,Other,2018-04-03,Active,,2018-04-03,,0,,1717 Waverley St.,,,,R3T6A9,Manitoba,2042694685,8665561110,,www.crownnissan.ca,BRYNN.RICE@CROWNAUTOGROUP.CA,,,,,,,,,
2184,Crown Toyota / Scion,,,,Other,2018-04-03,Active,,2018-04-03,,0,,680-1717 Waverley St,,,,R3T 6A9,Manitoba,2042691572,,,www.crowntoyota.ca,BRYNN.RICE@CROWNAUTOGROUP.CA,,,,,,,,,
580,CROWND CONSULT,crownd consult, N/A,,Other,2013-12-31,Inactive,Active,2013-11-09,,0,,53 Crane Avenue ,Toronto,Toronto,Toronto,M9N 1X5,Ontario,,,,,,,,,,Ontario,,,,
2266,CRYSTAL CLEAR BLADES,CRYSTAL CLEAR AUTOMATIC HEATED WIPER BLADES, N/A,,Associate,2018-12-31,Active,,2018-06-20,,0,,41 Peelar Road,Concord,,,L4K 1A3,Ontario,905-761-7957,,905-738-8128,crystalclearblades.com/,,,,,,Ontario,,,Became Associate member June 2018 - BT,
2013,CSN,COLLISION SOLUTIONS NETWORK INC., N/A,,Associate,2017-12-31,Active,Active,2017-07-13,,0,CSNC01,"377 Evans Ave, Suite 102",Toronto,,,M8Z 1K8,Ontario,4165034468,,,,flaviob@csninc.ca,,,,,Ontario,,,,
582,CURRIE TRUCK CENTRE,CURRIE TRUCK CENTRE,0-499 Units - A1,,Dealer,2013-12-31,Inactive,Cancelled Membership,2013-07-19,,0,CURR03,2 Currie Drive,Barrie,Barrie ,Simcoe County,L0L 1X1,Ontario,705-734-1953,,,,,,,,,Ontario,,,,
1917,CURRIE TRUCK CENTRE - NORTH BAY,CURRIE TRUCK CENTRE - NORTH BAY,149 or less units - A,,Dealer,2014-12-31,Active,,2014-09-24,,0,NEAR01,"3500 Hwy 11 North, PO Box 6717 Comp 10",North Bay,,,P1B 8G3,Ontario,705-476-2077,,705-476-7083,www.allnorth.ca,nntc@onlink.net,,,,,Ontario,,,Was Near North Truck Centre - BT,
583,CURRY CHEVROLET BUICK GMC LTD.,CURRY CHEVROLET BUICK GMC LTD.,150-299 units - B,,Dealer,2013-12-31,Active,Active,2013-05-15,,0,CURR01,"5065 County Road 21, Box 30",Haliburton,Algonquin Highlands ,Haliburton County,K0M 1S0,Ontario,705-457-2100,,705-457-3688,www.currymotors.ca,billcampbell@currychevrolet.ca ,,,,,Ontario,,,Updated Aug. 2017,
2263,D. Alex MacDonald Ltd.,D. Alex MacDonald Ford Lincoln,,,Other,2018-06-20,Active,,2018-06-20,,0,,25 Water St.,,,,C1N1A3,Prince Edward Island,9024362138,,,www.dalexmacdonald.dealerconnection.com,PETER@DALEXMACDONALD.COM,,,,,,,,,
2383,D.K. Ford Sales Ltd.,,,,Other,2018-08-24,Active,,2018-08-24,,0,,6559 Sparrow Dr.,,,,T9E7L1,Alberta,7809862929,,,www.dkford.com,HR@KOCHFORD.COM,,,,,,,,,
590,DALE DOWNIE NISSAN,DALE DOWNIE NISSAN INC.,500-999 units - D,,Dealer,2014-12-31,Active,Active,2013-05-15,,4324,DALE01,1111 Oxford Street East,London,London,Middlesex County,N6Y 3L7,Ontario,519-451-4560,,519-451-2824,www.nissan.ca,dale@daledownie.com,,,,,Ontario,,,Updated Aug. 2017,
591,DALE WURFEL CHRYSLER DODGE JEEP,DALE WURFEL CHRYSLER DODGE JEEP LTD.,150-299 units - B,,Dealer,2013-12-31,Active,Active,2013-07-15,,0,DALE02,"28478 Centre Road, Box 218",Strathroy,Strathroy - Caradoc ,Middlesex County,N7G 3J2,Ontario,519-245-2550,,519-245-5705,www.dalewurfelchryslerdodgejeep.com,dalewurfel@dalewurfel.com,,,,,Ontario,,,Updated Aug. 2017,
592,DALMAR MOTORS LIMITED,DALMAR MOTORS LIMITED,300-499 units - C,DALMAR AUTO GROUP,Dealer,2013-12-31,Active,,2013-05-15,,0,DALM01,475 Wharncliffe Road South,London,,,N6J 2N1,Ontario,519-433-3181,,519-672-5975,www.dalmar.com,mike@audilondon.com,,,,,Ontario,,,Audi has gone out on their own now - known as Audi London - Aug 2018 BT,
593,DALT'S HONDA (ORILLIA),DALT'S HONDA (ORILLIA),150-299 units - B,,Dealer,2013-12-31,Active,Active,2013-05-15,,0,DALT02,1-500 Memorial Ave,Orillia,,,L3V 0T7,Ontario,705-325-2396,,705-325-4681,www.daltshondaorillia.com,sales@daltshondaorillia.com,,,,,Ontario,,,Updated Aug. 2017 - BT,
595,DAN KANE CHEVROLET CADILLAC,DAN KANE CHEVROLET CADILLAC LTD.,500-999 units - D,,Dealer,2013-12-31,Inactive,,2013-05-15,,0,DANK01,"500 Division Road, Box 510",Windsor,Windsor ,Essex County,N9A 6M9,Ontario,519-969-6000,,519-969-2363,www.dankanechev.ca,info@dankanechev.ca,,,,,Ontario,,,Dealership closed - March 2018 - BT,
596,DAN MURPHY FORD SALES,DAN MURPHY FORD SALES LTD.,0-499 Units - A1,Butler Automotive Group,Dealer,2013-12-31,Inactive,Active,1994-04-05,,0,DANM01,"1346 Bankfield Road, Box 888",Manotick,Ottawa,Ottawa,K4M 1A7,Ontario,613-489-3344,,613-692-6018,www.danmurphyford.com,jdonaldson@danmurphyford.com,,,,,Ontario,,,"Updated: location and GM added JK 
June 20th 2013",
598,DAVE KEMP,DAVE KEMP, N/A,,Other,2013-12-31,Inactive,Cancelled Membership,2013-08-27,,0,,"Ebbs Bay Road, R.R. 1 ",Carelton Place,Carleton Place ,Lanark County,K7C 3P1,Ontario,,,,,,,,,,Ontario,,,,
602,DAVID CHEVROLET CORVETTE BUICK GMC,DAVID CHEVROLET CORVETTE BUICK GMC LTD.,500-999 units - D,,Dealer,2013-12-31,Active,Active,2013-05-15,,0,DAVI01,915 Niagara Street,Welland,Welland  ,Niagara Region,L3C 1M4,Ontario,905-735-3690,,905-735-0507,www.davidchev.com,daviddamico@davidchev.com,,,,,Ontario,,,,
2238,Davis Auto Group (Head Office),,,,Other,2018-05-28,Active,,2018-05-28,,0,,615 WT Hill Blvd S,,,,T1J 1Y6,Alberta,4039428061,,,,AMANDA@DAVISAUTOGROUP.CA,,,,,,,,,
2099,Davis Chevrolet Buick GMC Claresholm,Westwind Chevrolet Buick GMC Ltd.,,,Other,2018-03-19,Active,,2018-03-19,,0,,25 Alberta Rd.,,,,T0L0T0,Alberta,4036254466,,,www.davisclaresholm.ca,AMANDA@DAVISAUTOGROUP.CA,,,,,,,,,
2098,Davis Chevrolet GMC Buick (Airdrie),Airdrie Motors (1986) Ltd.,,,Other,2018-03-19,Active,,2018-03-19,,0,,149 East Lake Cres. N.E.,,,,T4A2H7,Alberta,4039486909,,,www.davischev.com,AMANDA@DAVISAUTOGROUP.CA,,,,,,,,,
2101,Davis Dodge Ram Ltd.,,,,Other,2018-03-19,Active,,2018-03-19,,0,,367 - 25 St.,,,,T0L0Z0,Alberta,4035534494,,,www.davisdodge.ca,AMANDA@DAVISAUTOGROUP.CA,,,,,,,,,
2096,Davis GMC Buick Ltd. (Lethbridge),Brooks Motor Products Ltd. / Davis Properties Ltd. / Iwaasa Motors Ltd.,,,Other,2018-03-19,Active,,2018-03-19,,0,,115 WT Hill Blvd. S.,,,,T1J4T6,Alberta,4033294444,,,www.davispontiac.net,AMANDA@DAVISAUTOGROUP.CA,,,,,,,,,
2097,Davis GMC Buick Ltd. (Medicine Hat) Ltd.,,,,Other,2018-03-19,Active,,2018-03-19,,0,,1450 Trans Canada Way S.E.,,,,T1B4M2,Alberta,4035271115,,,www.davispontiac.net,AMANDA@DAVISAUTOGROUP.CA,,,,,,,,,
604,DE GROOTE-HILL CHEVROLET BUICK GMC,DE GROOTE-HILL CHEVROLET BUICK GMC LTD.,300-499 units - C,,Dealer,2013-12-31,Inactive,Cancelled Membership,2013-07-23,,0,DEGR01,"Highway 3, Box 127",Tillsonburg,Tillsonburg ,Oxford County,N4G 4H3,Ontario,519-842-9026,,519-842-9027,www.degrootehill.ca,sales@degrootehill.com,,,,,Ontario,,,,
625,DEALER INFORMATION SYSTEM (DIS) ,DIS LIMITED, N/A,,Other,2013-04-11,Inactive,Cancelled Membership,2013-09-26,,0,,"6790 Century Avenue, Suite 302",Mississauga,Mississauga ,Peel Region,L5N 2V8,Ontario,905-858-8626,1-800-387-8350,905-858-2310,www.disltd.ca,info@disltd.ca,,,,,Ontario,,,Dealer Information System Limited ,
1872,Dealer Rater,Dealer Rater, N/A,,Associate,2013-12-31,Inactive,Active,2013-11-07,,0,DEAL05,203 Crescent St.  Suite 503,"Waltham, MA ",,,2453,Ontario,800-266-9455 ,,,dealerrater.ca,amy@dealerrater.com,,,,,Ontario,,,,
1845,DEALERMINE,DEALERMINE INC., N/A,,Associate,2013-12-31,Active,Active,2013-05-02,,0,DEAL03,"14 King Street, Suite 250",St. John,,,E2L 1G2,New Brunswick,905-979-9967,,506-849-8111,www.dealermineservice.com,susan.brown@dealermineservice.com,4100 N. Powerline Road,STE F1,Pompano Beach Florida,33073,Ontario,USA,,,
2025,DealerSeed,, N/A,,Associate,2017-12-31,Active,Active,2017-11-14,,0,,277 Potts Terace ,Milton ,,,L9T 0X6 ,Ontario,,,,www.dealerseed.com/,david.hyland@dealerseed.com,,,,,Ontario,,,,
1863,DEALERSOCKET,DealerSocket, N/A,,Associate,2013-12-31,Inactive,Active,2013-07-26,,0,DEAL04,60 Bathurst St. Unit 416,Toronto,Toronto,Toronto,M5V 2P4,Ontario,604-690-0981,,,www.dealersocket.com,chamaoka@dealersocket.com,Attn: Alisha Fliss,100 Avenida La Pata,"San Clemente, CA ",92673,Ontario,USA,949 900 0300 ext 644,Billing address updated - please send all invoices to the billing address only ,
607,DEALERTRACK CANADA,DEALERTRACK CANADA, N/A,,Associate,2013-12-31,Active,Active,2012-04-13,,0,DEAL02,"2700 Matheson Boulevard East,  Suite 700",Mississauga,Mississauga ,Peel Region,L4W 4V9,Ontario,905-281-6203,,877-872-2564,www.dealertrack.com,Shannon.Newman@dealertrack.com,,,,,Ontario,,,,
608,DEAN MYERS CHEVROLET ,DEAN MYERS CHEVROLET LIMITED,500-999 units - D,,Dealer,2013-12-31,Active,Active,2013-05-15,,0,DEAN01,3180 Dufferin Street,Toronto,Toronto,Toronto,M6A 2T1,Ontario,416-256-1405,,416-789-9232,www.deanmyers.com,rgc@deanmyers.com,,,,,Ontario,,,Updated Aug. 2017,
1825,DEAN MYERS CHRYSLER WATERLOO DODGE,DEAN MYERS CHRYSLER / WATERLOO DODGE ,300-499 units - C,,Dealer,2013-12-31,Inactive,,2013-01-03,,0,DEAN02,150 Weber Street South,Waterloo,Waterloo ,Waterloo Region,N2J 2A8,Ontario,519 743-0300,,519-743-5591,www.waterloododge.com,phil@deanmyerschrysler.com,,,,,Ontario,,,Did not pay 2018 membership fees - BT,
610,DEGAGNE MOTORS ,DEGAGNE MOTORS LTD.,149 or less units - A,,Dealer,2013-12-31,Active,Active,2006-04-17,,0,DEGA01,"1439A Railway Street, R.R. 2",Kenora,Kenora ,Kenora District,P9N 3W8,Ontario,807-468-1640,,807-468-1641,www.degagnehyundai.ca,degagne.motors@shaw.ca,,,,,Ontario,,,Updated Aug. 2017,
613,DEMEYERE PLYMOUTH CHRYSLER,DEMEYERE PLYMOUTH CHRYSLER LIMITED,150-299 units - B,,Dealer,2014-12-31,Active,Active,2013-09-24,,0,DEME01,144 Queensway Street East,Simcoe,Norfolk,Norfolk,N3Y 2L1,Ontario,519-426-3010,,519-426-1799,www.demeyerechrysler.com,derek@demeyerechrysler.com,,,,,Ontario,,,Updated Aug. 2017,
1949,Demo Demo ,, N/A,,Dealer,2015-12-31,Active,,2015-10-15,,0,,85 Renfrew Drive,Markham,Ajax ,Durham Region,,Ontario,,,,,,,,,,Ontario,,,,
2039,Dennis Chevrolet Buick GMC Ltd.,Dennis Chevrolet Buick GMC Ltd.,,,Other,2018-02-12,Active,,2018-02-12,,0,,24 Confederation Dr.,,,,A2H6G7,Newfoundland and Labrador,7096348248,,,www.dennisgm.com,DEBBIE.CARROLL@DENNISGM.COM,,,,,,,,,
616,DENNIS SEARLES CHEVROLET,DENNIS SEARLES CHEVROLET LTD.,150-299 units - B,,Dealer,2013-12-31,Active,Active,2010-04-19,,0,DENN01,160 Argyle Street South,Caledonia,,,N3W 1K7,Ontario,905-765-4425,,905-765-0422,www.searleschev.com,info@searleschev.com,,,,,Ontario,,,,
617,DEROUARD MOTOR PRODUCTS ,DEROUARD MOTOR PRODUCTS LTD,149 or less units - A,,Dealer,2013-12-31,Active,Active,2013-09-08,,0,DERO01,"1405  Railway Street,  Box 169",Kenora,Kenora ,Kenora District,P9N 3X3,Ontario,807-467-4450,,807-468-5781,www.derouardmotors.ca,wil@derouard.ca,,,,,Ontario,,,,
2308,Destination Auto Group (Head Office),,,,Other,2018-08-16,Active,,2018-08-16,,0,,4451 Still Creek Drive,,,,V5C 6G9,British Columbia,,,,,ATAYLOR@DESTINATIONAUTO.CA,,,,,,,,,
2311,Destination Burnaby Honda,AzizAmalco Holdings Canada Ltd. / Happy Auto Ltd.,,,Other,2018-08-16,Active,,2018-08-16,,0,,4278 Lougheed Hwy,,,,V5C 3Y5,British Columbia,6042942111,,,www.destinationhonda.ca,ATAYLOR@DESTINATIONAUTO.CA,,,,,,,,,
2309,Destination Chrysler Jeep Dodge Northshore,AzizAmalco Holdings Canada Ltd. / Destination Auto Ventures Inc.,,,Other,2018-08-16,Active,,2018-08-16,,0,,1600 Marine Dr.,,,,V7P1T9,British Columbia,6049808501,,,www.destinationchrysler.ca,ATAYLOR@DESTINATIONAUTO.CA,,,,,,,,,
2307,Destination Mazda Vancouver,,,,Other,2018-08-16,Active,,2018-08-16,,0,,1595 Boundary Rd.,,,,V5K5C4,British Columbia,6042944299,,,www.newmazda.ca,ATAYLOR@DESTINATIONAUTO.CA,,,,,,,,,
2312,Destination Toyota Burnaby,AzizAmalco Holdings Canada Ltd. / Destination Auto Enterprises Inc.,,,Other,2018-08-16,Active,,2018-08-16,,0,,4451 Still Creek Dr.,,,,V5C6G9,British Columbia,6042918122,,,www.destinationauto.ca,ATAYLOR@DESTINATIONAUTO.CA,,,,,,,,,
618,DEWILDT CHRYSLER DODGE JEEP,DEWILDT CHRYSLER DODGE JEEP,300-499 units - C,,Dealer,2013-12-31,Active,Active,2013-05-15,,0,DEWI01,1600 Main Street East,Hamilton,Hamilton,Hamilton,L8K 1E7,Ontario,905-312-0090,,905-312-8827,www.dewildtchrysler.com,rick@dewildtchrysler.com,,,,,Ontario,,,Updated Aug. 2017,
2014,DIAMOND KOTE INDUSTRIES,DIAMOND KOTE INDUSTRIES, N/A,,Associate,2017-12-31,Active,,2017-07-13,,0,DIAM01,3 Pullman Court,Toronto,,,M1X1E4,Ontario,416-412-2970,,416-412-2972,,Steve.Clelland@thewalkergroup.ca,,,,,Ontario,,,Paid membership Feb 2018,
622,DICKSON MOTORS,DICKSON MOTORS,149 or less units - A,,Dealer,2013-12-31,Inactive,Cancelled Membership,2013-07-19,,0,DICK01,123 London Road South,Thamesville,Chatham-Kent,Chatham-Kent,N0P 2K0,Ontario,519-692-3906,,519-692-5953,www.dicksonford.com,dmotors@kent.net,,,,,Ontario,,,,
2015,Digital Dealership Solutions ,, N/A,,Associate,2017-12-31,Active,Active,2017-08-09,,0,DIGI02,100 Hanlar Road #3 ,Woodbridge,Aurora ,York Region,L42 4V8 ,Ontario,905 580 5425 ,,,,jharris.ddsolutions@gmail.com,,,,,Ontario,,,,
1960,Dilawri Automotive Group (Ottawa) Corp. ,, N/A,,Dealer,2015-12-31,Active,Active,2015-11-11,,0,,,Ottawa ,,,,Ontario,,,,,,,,,,Ontario,,,,
623,DILAWRI JEEP DODGE CHRYSLER,DILAWRI JEEP DODGE CHRYSLER,500-999 units - A2,Dilawri Automotive Group (Ottawa),Dealer,2013-12-31,Active,Active,2013-04-12,,0,DILA02,370 West Hunt Club Road,Ottawa,Ottawa,Ottawa,K2E 1A5,Ontario,613-523-9951,,,www.dilawrichrysler.com,darren@dilawriautoweb.com,,,,,Ontario,,,,
624,DINGWALL FORD SALES,DINGWALL FORD SALES LTD,300-499 units - C,Dingwall Ford Sales Ltd. ,Dealer,2013-12-31,Active,Active,2013-11-22,,0,DING02,"Highway 17 East, Box 219",Kenora,Kenora ,Kenora District,P9N 3X3,Ontario,807-468-6443,,807-468-4259,www.dingwallford.com,bdingwall@dingwallford.com,,,,,Ontario,,,Updated Aug. 2017,
1803,DINGWALL FORD SALES (DRYDEN) ,DINGWALL FORD SALES LTD, N/A,Dingwall Ford Sales Ltd. ,Dealer,2013-12-31,Inactive,Cancelled Membership,2013-11-22,,0,DING02,303 Government Street,Dryden,Dryden ,Kenora District,P8N 2P4,Ontario,807-223-2235,,807-223-3706,www.dingwallford.dealerconnection.com,bdingwall@dingwallford.com,,,,,Ontario,,,Updated Aug. 2017,
1804,DINGWALL FORD SALES (SIOUX LOOKOUT),DINGWALL FORD SALES LTD., N/A,Dingwall Ford Sales Ltd. ,Dealer,2013-12-31,Inactive,Active,2013-11-22,,0,DING03,35 King Street,Sioux Lookout,Dryden ,Kenora District,P8T 1C5 ,Ontario,1-877-515-3673,,,www.dingwallford.dealerconnection.com,bdingwall@dingwallford.com,,,,,Ontario,,,,
2202,DIRECT ENERGY BUSINESS,DIRECT ENERGYBUSINESS, N/A,,Associate,2018-12-31,Active,,2018-04-20,,0,,251 Consumers Road,North York,,,M2J 4R3,Ontario,416-434-2688,,,,Mark.Gibson@directenergy.com,,,,,Ontario,,,New member April 2018 - BT,
160,DIRECT NISSAN,DIRECT NISSAN,500-999 units - D,,Dealer,2013-12-31,Active,Active,2013-03-01,,0,DIRE01,2290 Battleford Road,Mississauga,Mississauga ,Peel Region,L5N 3K6,Ontario,905-812-8882,,905-812-2472,www.directnissan.ca,p.pickering@rogers.com,,,,,Ontario,,,,
626,DISBROWE CHEVROLET BUICK GMC CADILLAC,DISBROWE CHEVROLET BUICK GMC CADILLAC LTD.,300-499 units - C,,Dealer,2013-12-31,Active,Active,2005-03-24,ON20070704162622650,0,DISB01,116 Edward Street,St. Thomas,St Thomas,Elgin County,N5P 4E6,Ontario,519-631-7960,,519-631-9113,www.disbrowe.com,karenjohnson@disbrowe.com,,,,,Ontario,,,Updated Aug. 2017,
628,DISCOVERY FORD SALES (BURLINGTON),DISCOVERY FORD SALES (BURLINGTON)LIMITED,500-999 units - A2,PRDL Group,Dealer,2013-12-31,Active,Active,2013-11-02,,4405,DISC02,850 Brant Street,Burlington,Burlington ,Halton Region,L7R 2J5,Ontario,905-632-8696,,905-632-0914,www.discoveryford.com,allan.pearson@discoveryford.com,,,,,Ontario,,,Updated Aug. 2017,
630,DIXIE CHRYSLER ,DIXIE CHRYSLER LTD.,500-999 units - D,,Dealer,2013-12-31,Active,Active,2013-11-30,,4385,DIXI02,8050 Dixie Road,Brampton,Brampton   ,Peel Region,L6T 4W6,Ontario,905-452-1000,,905-452-8983,www.dixiechrysler.ca,info@dixiechrysler.com,,,,,Ontario,,,Updated Aug. 2017,
226,DIXIE FORD SALES ,DIXIE FORD SALES LIMITED,300-499 units - C,Dixie Ford,Dealer,2013-12-31,Active,Active,2013-11-22,ON20071205094839530,0,DIXI01,5495 Dixie Road,Mississauga,Mississauga ,Peel Region,L4W 1E6,Ontario,905-629-1300,,905-629-2081,www.dixieford.com,cho@dixieford.com,,,,,Ontario,,,,
136,DIXIE MITSUBISHI,DIXIE MITSUBISHI,0-499 Units - A1,Dilawri Group ,Dealer,2013-12-31,Active,Active,2013-02-12,ON20071210104535655,4366,DIXI05,5525 Ambler Drive (401 Dixie Automall),Mississauga,Mississauga ,Peel Region,L4W 3Z1,Ontario,905-282-9998,,905 282-0083,www.dixiemitsubishi.com,d_lopez@dixiemitsubishi.com,,,,,Ontario,,,Updated Aug. 2017,
229,DIXIE TOYOTA ,DIXIE TOYOTA INC.,0-499 Units - A1,Toyotoshi Group Canada,Dealer,2014-12-31,Active,Active,1988-01-01,ON20071203104429131,0,DIXI03,1600 Toyo Circle,Mississauga,,,L4W 0E7,Ontario,905-238-6000,,905-238-8062,www.dixietoyota.com,mario@meadowvaletoyota.com,,,,,Ontario,,,Updated Aug. 2017,
631,DOMINION MOTORS,DOMINION MOTORS (THUNDER BAY-1984) LIMITED,300-499 units - C,Dominion Motors (Thunder Bay-1984) Ltd. ,Dealer,2013-12-31,Active,Active,2013-11-22,,0,DOMI02,882 Copper Crescent,Thunder Bay,Thunder Bay ,Thunder Bay District,P7B 6C9,Ontario,807-343-2277,,807-345-3576,www.dominionmotors.com,tyler@dominionmotors.com,,,,,Ontario,,,,
54,DON VALLEY NORTH HYUNDAI,DON VALLEY NORTH HYUNDAI,1000 + units - A3,Weins Canada,Dealer,2013-12-31,Active,Active,2009-02-02,,0,ALEX01,7537 Woodbine Avenue,Markham,Markham,York Region,L3R 2W1,Ontario,905-513-6878,,905-752-6858,www.dvnhyundai.com,arthurl@dvnhyundai.com,,,,,Ontario,,,Updated Aug. 2017,
47,DON VALLEY NORTH LEXUS,DON VALLEY NORTH LEXUS,1000 + units - E,Weins Canada,Dealer,2013-12-31,Active,Active,2004-12-21,ON20071001105925155,0,DONV04,3120 Steeles Avenue East,Markham,Markham,York Region,L3R 1G9,Ontario,416-798-3865,,905-475-6570,www.dvnlexus.com,bobt@dvnlexus.com,,,,,Ontario,,,Updated Aug. 2017,
48,DON VALLEY NORTH TOYOTA ,DON VALLEY NORTH TOYOTA ,1000 + units - E,Weins Canada,Dealer,2013-12-31,Active,Active,2013-11-02,ON20070723122300775,0,DONV01,3300 Steeles Avenue East,Markham,Markham,York Region,L3R 1G9,Ontario,905-475-0722,,905-479-9753,www.donvalleytoyota.com,cgrant@dvntoyota.com,,,,,Ontario,,,Updated Aug. 2017,
261,DON VALLEY VOLKSWAGEN,DON VALLEY VOLKSWAGEN LTD.,500-999 units - D,Performance Auto Group ,Dealer,2013-12-31,Active,Active,2013-05-15,ON20070704162517760,0,DONV02,1695 Eglinton Avenue East,Toronto,Toronto,Toronto,M4A 1J6,Ontario,416-751-3131,,416-751-3051,www.donvalleyvw.com,michael.martan@performance.ca,,,,,Ontario,,,Updated Aug. 2017,
1977,DONNELLY AUTOMOTIVE GROUP,, N/A,Donnelly Automotive Group,Dealer,2016-12-31,Active,Active,2016-03-10,,0,,"2496 Bank St, P.O. Box 40010",Ottawa,,,K1V 0W8,Ontario,,,,,,,,,,Ontario,,,,
638,DONNELLY FORD LINCOLN,DONNELLY FORD LINCOLN,500-999 units - D,Donnelly Automotive Group,Dealer,2013-12-31,Active,Active,2013-11-02,,0,DONN01,"2496 Bank Street, Box 40010",Ottawa,Ottawa,Ottawa,K1V 0W8,Ontario,613-733-6931,,613-733-9667,www.donnellyford.com,dan@tdag.ca,,,,,Ontario,,,Updated Aug. 2017,
639,DONNELLY KIA,DONNELLY KIA,500-999 units - A2,Donnelly Automotive Group,Dealer,2013-12-31,Active,Active,2002-11-27,,0,DONN02,"490 Terry Fox Drive, Box 40010",Kanata,Ottawa,Ottawa,K2T 1L3,Ontario,613-733-4747,,613-271-0672,www.donnellykia.com,dealer@tdag.ca,,,,,Ontario,,,Updated Aug. 2017,
640,DONNELLY MITSUBISHI,DONNELLY MITSUBISHI,0-499 Units - A1,Donnelly Automotive Group,Dealer,2013-12-31,Active,,2002-11-27,,0,DONN03,"492 Terry Fox Drive, Box 40010",Kanata,Ottawa,Ottawa,K1V 0W8,Ontario,613-733-7500,,613-270-8856,www.donnellymitsubishi.ca,jlow@tdag.ca,,,,,Ontario,,,"
",
